,sentence,intents,clean_sentence
3953,change light colors from blue to white,iot_hue_lightchange,change light colors blue white
3954,house lights blue,iot_hue_lightchange,house lights blue
3955,light color change,iot_hue_lightchange,light color change
3956,change light whenever i find myself in my house,iot_hue_lightchange,change light whenever find house
3957,i don't like this light please show me other options,iot_hue_lightchange,like light please show options
3958,switch to night light setting,iot_hue_lightchange,switch night light setting
3959,change color of lights,iot_hue_lightchange,change color lights
3960,make a contrast one,iot_hue_lightchange,make contrast one
3961,want to have vibrant colours,iot_hue_lightchange,want vibrant colours
3962,please set the lights to green,iot_hue_lightchange,please set lights green
3963,please adjust the colors in my lights,iot_hue_lightchange,please adjust colors lights
3964,give me a new light color,iot_hue_lightchange,give new light color
3965,change the light to blue,iot_hue_lightchange,change light blue
3966,make my lights green,iot_hue_lightchange,make lights green
3967,give me some lavender toned light,iot_hue_lightchange,give lavender toned light
3968,turn off lights in my room,iot_hue_lightoff,turn lights room
3969,turn the lights off,iot_hue_lightoff,turn lights
3970,shift the light off,iot_hue_lightoff,shift light
3971,turn off bedroom light at nine thirty pm,iot_hue_lightoff,turn bedroom light nine thirty pm
3972,turn off this light,iot_hue_lightoff,turn light
3973,office lights off,iot_hue_lightoff,office lights
3974,please turn off all the lights outdoor,iot_hue_lightoff,please turn lights outdoor
3975,turn lights off in kitchen,iot_hue_lightoff,turn lights kitchen
3976,please turn off the lights in this room,iot_hue_lightoff,please turn lights room
3977,lights off bathroom,iot_hue_lightoff,lights bathroom
3978,i want the lights turned off,iot_hue_lightoff,want lights turned
3979,could you please turn off the overhead light in the kitchen,iot_hue_lightoff,could please turn overhead light kitchen
3980,turn room lights off now,iot_hue_lightoff,turn room lights
3981,turn off lighting,iot_hue_lightoff,turn lighting
3982,turn down the lights to medium,iot_hue_lightoff,turn lights medium
3983,shut the lights off in my bedroom please,iot_hue_lightoff,shut lights bedroom please
3984,turn off the lights,iot_hue_lightoff,turn lights
3985,turn off my room lights,iot_hue_lightoff,turn room lights
3986,turn bedroom lights off,iot_hue_lightoff,turn bedroom lights
3987,can you turn off the lights,iot_hue_lightoff,turn lights
3988,please turn lights off,iot_hue_lightoff,please turn lights
3989,please turn the lights off,iot_hue_lightoff,please turn lights
3990,shut off the lights in the kitchen,iot_hue_lightoff,shut lights kitchen
3991,turn room light off,iot_hue_lightoff,turn room light
3992,cut off the bathroom lights,iot_hue_lightoff,cut bathroom lights
3993,i want the light switched off can you do it for me,iot_hue_lightoff,want light switched
3994,can you turn my bathroom lights off,iot_hue_lightoff,turn bathroom lights
3995,turn the light off in the living room,iot_hue_lightoff,turn light living room
3996,light off now,iot_hue_lightoff,light
3997,turn off lights in bedroom,iot_hue_lightoff,turn lights bedroom
3998,turn the living rooms lights off,iot_hue_lightoff,turn living rooms lights
3999,did i leave the light on in the garage,iot_hue_lightoff,leave light garage
4000,can you turn off one of my lights in my bathroom,iot_hue_lightoff,turn one lights bathroom
4001,please turn the lights off in the bathroom,iot_hue_lightoff,please turn lights bathroom
4002,turn the room light off,iot_hue_lightoff,turn room light
4003,please turn off all the lights in my house,iot_hue_lightoff,please turn lights house
4004,please turn off the porch light,iot_hue_lightoff,please turn porch light
4005,can you please turn off the light of my bed room,iot_hue_lightoff,please turn light bed room
4006,i want the light in the kitchen powered off,iot_hue_lightoff,want light kitchen powered
4007,switch off all lights,iot_hue_lightoff,switch lights
4008,assistant please turn the lights off,iot_hue_lightoff,assistant please turn lights
4009,turn off lobby light,iot_hue_lightoff,turn lobby light
4010,please turn off any lights that are still on,iot_hue_lightoff,please turn lights still
4011,shut down the garage light and set the den light to orange please,iot_hue_lightoff,shut garage light set den light orange please
4012,turn off the living room light,iot_hue_lightoff,turn living room light
4013,lights off in the kitchen please,iot_hue_lightoff,lights kitchen please
4014,please shut the lights,iot_hue_lightoff,please shut lights
4015,turn the lights off now,iot_hue_lightoff,turn lights
4016,put the lights off now,iot_hue_lightoff,put lights
4017,turn off the light of my bed room please,iot_hue_lightoff,turn light bed room please
4018,i need you to turn off the light of my bed room,iot_hue_lightoff,need turn light bed room
4019,hey turn off the light please,iot_hue_lightoff,hey turn light please
4020,it's too bright in here can you turn a light off,iot_hue_lightoff,bright turn light
4021,lights turn off,iot_hue_lightoff,lights turn
4022,please turn off right side of light,iot_hue_lightoff,please turn right side light
4023,turn lights off in living room,iot_hue_lightoff,turn lights living room
4024,turn off the room lights,iot_hue_lightoff,turn room lights
4025,put out the lights,iot_hue_lightoff,put lights
4026,switch off the master's bedroom,iot_hue_lightoff,switch master's bedroom
4027,control lights turn off room lights,iot_hue_lightoff,control lights turn room lights
4028,turn this room light off,iot_hue_lightoff,turn room light
4029,please turn off the light of the bathroom,iot_hue_lightoff,please turn light bathroom
4030,turn off the lights in this room please,iot_hue_lightoff,turn lights room please
4031,turn off all the lights in the living room and den,iot_hue_lightoff,turn lights living room den
4032,turn the lamp off,iot_hue_lightoff,turn lamp
4033,light off,iot_hue_lightoff,light
4034,turn all the lights off,iot_hue_lightoff,turn lights
4035,please turn off the lights,iot_hue_lightoff,please turn lights
4036,turn off the office lights,iot_hue_lightoff,turn office lights
4037,turn off light,iot_hue_lightoff,turn light
4038,turn off the dining room,iot_hue_lightoff,turn dining room
4039,switch off kitchen lights,iot_hue_lightoff,switch kitchen lights
4040,i dont need light,iot_hue_lightoff,dont need light
4041,turn off the bedroom lamp,iot_hue_lightoff,turn bedroom lamp
4042,turn off the living room lights,iot_hue_lightoff,turn living room lights
4043,turn off all the lights,iot_hue_lightoff,turn lights
4044,turn off living room lights,iot_hue_lightoff,turn living room lights
4045,can you turn off kitchen light for me,iot_hue_lightoff,turn kitchen light
4046,turn off the kitchen lights,iot_hue_lightoff,turn kitchen lights
4047,make the lights off,iot_hue_lightoff,make lights
4048,please turn off only right side light,iot_hue_lightoff,please turn right side light
4049,turn off the closet light,iot_hue_lightoff,turn closet light
4050,turn off kitchen light,iot_hue_lightoff,turn kitchen light
4051,turn off light in bedroom,iot_hue_lightoff,turn light bedroom
4052,bed room two switch off the lights,iot_hue_lightoff,bed room two switch lights
4053,turn off the bathroom light,iot_hue_lightoff,turn bathroom light
4054,good night lights off,iot_hue_lightoff,good night lights
4055,turn the light off,iot_hue_lightoff,turn light
4056,switch the lights off,iot_hue_lightoff,switch lights
4057,can you turn off the living room lights,iot_hue_lightoff,turn living room lights
4058,turn off the lights please,iot_hue_lightoff,turn lights please
4059,can you please off the light,iot_hue_lightoff,please light
4060,shift the balcony light to off,iot_hue_lightoff,shift balcony light
4061,turn lights off,iot_hue_lightoff,turn lights
4062,turn off one light on porch,iot_hue_lightoff,turn one light porch
4063,cut the lights off,iot_hue_lightoff,cut lights
4064,please turn off the light in the upstairs bedroom,iot_hue_lightoff,please turn light upstairs bedroom
4065,please turn bedroom lights off,iot_hue_lightoff,please turn bedroom lights
4066,switch the lights to off,iot_hue_lightoff,switch lights
4067,please turn off the lights in bedroom,iot_hue_lightoff,please turn lights bedroom
4068,i want the light to be switched off,iot_hue_lightoff,want light switched
4069,turn off the bathroom lights,iot_hue_lightoff,turn bathroom lights
4070,please shut off the kitchen lights,iot_hue_lightoff,please shut kitchen lights
4071,cease operating lights,iot_hue_lightoff,cease operating lights
4072,turn off the garage light,iot_hue_lightoff,turn garage light
4073,please set the lights off in the living room,iot_hue_lightoff,please set lights living room
4074,turn off the light,iot_hue_lightoff,turn light
4075,turn off room lights,iot_hue_lightoff,turn room lights
4076,lights off,iot_hue_lightoff,lights
4077,please turn off the lights in patio,iot_hue_lightoff,please turn lights patio
4078,turn off garage light,iot_hue_lightoff,turn garage light
4079,switch off the light,iot_hue_lightoff,switch light
4080,by remote sensor,iot_hue_lightoff,remote sensor
4081,turn off the lights in the living room please,iot_hue_lightoff,turn lights living room please
4082,turn office lights off,iot_hue_lightoff,turn office lights
4083,shut off the lights in the bedroom,iot_hue_lightoff,shut lights bedroom
4084,please turn off the lights in the bedroom,iot_hue_lightoff,please turn lights bedroom
4085,shut off the lights,iot_hue_lightoff,shut lights
4086,turn off all lights,iot_hue_lightoff,turn lights
4087,turn light off,iot_hue_lightoff,turn light
4088,can you please switch off the lights,iot_hue_lightoff,please switch lights
4089,this room lights off,iot_hue_lightoff,room lights
4090,please turn off kitchen light for me,iot_hue_lightoff,please turn kitchen light
4091,turn off the light in the kitchen,iot_hue_lightoff,turn light kitchen
4092,turn off the lamps,iot_hue_lightoff,turn lamps
4093,turn house lights off,iot_hue_lightoff,turn house lights
4094,turn my bedroom lights off,iot_hue_lightoff,turn bedroom lights
4095,can you please turn off the lights in this room,iot_hue_lightoff,please turn lights room
4096,turn off the lamp in the living room,iot_hue_lightoff,turn lamp living room
4097,turn off the upstairs lights,iot_hue_lightoff,turn upstairs lights
4098,turn off lights in all bathrooms,iot_hue_lightoff,turn lights bathrooms
4099,turn off the light in the living room,iot_hue_lightoff,turn light living room
4100,turns my son's room lights off,iot_hue_lightoff,turns son's room lights
4101,switch off light,iot_hue_lightoff,switch light
4102,turn lights off in bedroom,iot_hue_lightoff,turn lights bedroom
4103,can you turn my bedroom lights off,iot_hue_lightoff,turn bedroom lights
4104,kindly switch off the light in the drawing hall,iot_hue_lightoff,kindly switch light drawing hall
4105,close the light,iot_hue_lightoff,close light
4106,please turn off the light,iot_hue_lightoff,please turn light
4107,turn off the light in the bathroom,iot_hue_lightoff,turn light bathroom
4108,time to sleep,iot_hue_lightoff,time sleep
4109,turn the lights off in the bedroom,iot_hue_lightoff,turn lights bedroom
4110,can you make the lights go out,iot_hue_lightoff,make lights go
4111,switch off the light on the left,iot_hue_lightoff,switch light left
4112,turn off bedroom lights in ten seconds,iot_hue_lightoff,turn bedroom lights ten seconds
4113,could you turn off light,iot_hue_lightoff,could turn light
4114,please turn off the lamp,iot_hue_lightoff,please turn lamp
4115,light off living room,iot_hue_lightoff,light living room
4116,bed room two lights off,iot_hue_lightoff,bed room two lights
4117,turn off smart lamp in den,iot_hue_lightoff,turn smart lamp den
4118,please turn off kitchen light,iot_hue_lightoff,please turn kitchen light
4119,all lights has to be turned off during the day,iot_hue_lightoff,lights turned day
4120,turn all lights off during the day,iot_hue_lightoff,turn lights day
4121,turn off my bedside lamp please,iot_hue_lightoff,turn bedside lamp please
4122,turn off one light in my bedroom,iot_hue_lightoff,turn one light bedroom
4123,please switch off the light,iot_hue_lightoff,please switch light
4124,desk lamp one off,iot_hue_lightoff,desk lamp one
4125,shut off lights,iot_hue_lightoff,shut lights
4126,off lights,iot_hue_lightoff,lights
4127,turn off the lights in the bedroom,iot_hue_lightoff,turn lights bedroom
4128,shutoff light in the kitchen,iot_hue_lightoff,shutoff light kitchen
4129,turn the security light off,iot_hue_lightoff,turn security light
4130,bedroom light off,iot_hue_lightoff,bedroom light
4131,please turn off all the lights in the house,iot_hue_lightoff,please turn lights house
4132,turn the lights off to my room,iot_hue_lightoff,turn lights room
4133,please turn off the light of my son's room,iot_hue_lightoff,please turn light son's room
4134,turn off overhead light,iot_hue_lightoff,turn overhead light
4135,turn the kitchen lights off,iot_hue_lightoff,turn kitchen lights
4136,turn lights in the room off,iot_hue_lightoff,turn lights room
4137,by switch off,iot_hue_lightoff,switch
4138,turn off the lights in the living room,iot_hue_lightoff,turn lights living room
4139,will you please turn the lights off,iot_hue_lightoff,please turn lights
4140,turn off lights,iot_hue_lightoff,turn lights
4141,turn off the nearest light to me,iot_hue_lightoff,turn nearest light
4142,no lights,iot_hue_lightoff,lights
4143,add a tab to the shopping list,lists_createoradd,add tab shopping list
4144,show a new list,lists_createoradd,show new list
4145,add grocery shopping to my to do list,lists_createoradd,add grocery shopping list
4146,update my list with shoes,lists_createoradd,update list shoes
4147,include this,lists_createoradd,include
4148,add sugar to my shopping list,lists_createoradd,add sugar shopping list
4149,add every girl life by evelyn mayer to the must read list,lists_createoradd,add every girl life evelyn mayer must read list
4150,add oil change to my to do list,lists_createoradd,add oil change list
4151,this item should be added to the list,lists_createoradd,item added list
4152,a new list to be created by tomorrow,lists_createoradd,new list created tomorrow
4153,we need milk,lists_createoradd,need milk
4154,can you please create a list for me,lists_createoradd,please create list
4155,add butter to the list,lists_createoradd,add butter list
4156,open my notes,lists_createoradd,open notes
4157,put wash the car to my to do list,lists_createoradd,put wash car list
4158,i think i ran out of this can you add it to my list,lists_createoradd,think ran add list
4159,can you create new list for me,lists_createoradd,create new list
4160,can you create a new list,lists_createoradd,create new list
4161,i need oranges added to my grocery list,lists_createoradd,need oranges added grocery list
4162,add a item,lists_createoradd,add item
4163,Add pick up kids from school to my to do list for today,lists_createoradd,Add pick kids school list today
4164,add pencil to school supplies list,lists_createoradd,add pencil school supplies list
4165,i would like to start a new list,lists_createoradd,would like start new list
4166,remember to put carrots in there,lists_createoradd,remember put carrots
4167,add rice on the list,lists_createoradd,add rice list
4168,add a wrist watch to the shopping list,lists_createoradd,add wrist watch shopping list
4169,new item for list,lists_createoradd,new item list
4170,please update list with new item,lists_createoradd,please update list new item
4171,create new list for baby names,lists_createoradd,create new list baby names
4172,create appointment to list,lists_createoradd,create appointment list
4173,i want to have a new playlist of songs,lists_createoradd,want new playlist songs
4174,add apples to shopping list,lists_createoradd,add apples shopping list
4175,i need you to put walk the dog on my list to do,lists_createoradd,need put walk dog list
4176,remind me to order more soap,lists_createoradd,remind order soap
4177,Put milk on my shopping list,lists_createoradd,Put milk shopping list
4178,make a new list,lists_createoradd,make new list
4179,could you create a new list for me,lists_createoradd,could create new list
4180,fresh list,lists_createoradd,fresh list
4181,add chives to my shopping list,lists_createoradd,add chives shopping list
4182,add this one also,lists_createoradd,add one also
4183,add ketchup to the list,lists_createoradd,add ketchup list
4184,i need to create a new to do list,lists_createoradd,need create new list
4185,bring up a new shopping list,lists_createoradd,bring new shopping list
4186,add eggs to my grocery list,lists_createoradd,add eggs grocery list
4187,generate fresh list,lists_createoradd,generate fresh list
4188,add shopping to my to do list,lists_createoradd,add shopping list
4189,please make a list of thing i have to shop tomorrow,lists_createoradd,please make list thing shop tomorrow
4190,add eggs to the list,lists_createoradd,add eggs list
4191,add mop to hardware store list,lists_createoradd,add mop hardware store list
4192,make a grocery list please,lists_createoradd,make grocery list please
4193,start a new shopping list,lists_createoradd,start new shopping list
4194,please update my grocery list with one gallon of two percent milk,lists_createoradd,please update grocery list one gallon two percent milk
4195,create a new list for me please,lists_createoradd,create new list please
4196,add wash jeans to laundry list,lists_createoradd,add wash jeans laundry list
4197,add toothpaste to my shopping list,lists_createoradd,add toothpaste shopping list
4198,add eggs to my grocery's shopping list,lists_createoradd,add eggs grocery's shopping list
4199,produce a new register,lists_createoradd,produce new register
4200,list new,lists_createoradd,list new
4201,add appointment to list,lists_createoradd,add appointment list
4202,is there room on my grocery list for an extra item,lists_createoradd,room grocery list extra item
4203,add paper towels to the grocery list,lists_createoradd,add paper towels grocery list
4204,i need to make a grocery list,lists_createoradd,need make grocery list
4205,make new list,lists_createoradd,make new list
4206,create vacation list,lists_createoradd,create vacation list
4207,add a movie name to the wish list,lists_createoradd,add movie name wish list
4208,put shoes on my list,lists_createoradd,put shoes list
4209,grocery list add eggs,lists_createoradd,grocery list add eggs
4210,i want to know could an extra item be added to my grocery list,lists_createoradd,want know could extra item added grocery list
4211,create a new list called grocery store please,lists_createoradd,create new list called grocery store please
4212,my new work schedule list,lists_createoradd,new work schedule list
4213,new list,lists_createoradd,new list
4214,new scenario time or calendar to new list,lists_createoradd,new scenario time calendar new list
4215,i want to start a new list,lists_createoradd,want start new list
4216,open a new list for me,lists_createoradd,open new list
4217,create a new list please,lists_createoradd,create new list please
4218,i want to make next week's to do list,lists_createoradd,want make next week's list
4219,i need to make a list of bills that are due,lists_createoradd,need make list bills due
4220,hey put carrots on that,lists_createoradd,hey put carrots
4221,add a new list,lists_createoradd,add new list
4222,i want to make this week's shopping list,lists_createoradd,want make week's shopping list
4223,include an item to a list,lists_createoradd,include item list
4224,please add oranges to my grocery list,lists_createoradd,please add oranges grocery list
4225,please add deodorant to my shopping list,lists_createoradd,please add deodorant shopping list
4226,start creating a new list,lists_createoradd,start creating new list
4227,create a new list for school supplies,lists_createoradd,create new list school supplies
4228,make a new list for school supplies,lists_createoradd,make new list school supplies
4229,i need to put together a todo list for work,lists_createoradd,need put together todo list work
4230,make me a new checklist,lists_createoradd,make new checklist
4231,please put bread on the grocery list,lists_createoradd,please put bread grocery list
4232,add something to my list,lists_createoradd,add something list
4233,please add an item in my calendar,lists_createoradd,please add item calendar
4234,please create a new list,lists_createoradd,please create new list
4235,put pencil on a new grocery list,lists_createoradd,put pencil new grocery list
4236,please add sugar to my grocery list,lists_createoradd,please add sugar grocery list
4237,create a playlist,lists_createoradd,create playlist
4238,add bob to my list of contacts,lists_createoradd,add bob list contacts
4239,make list,lists_createoradd,make list
4240,on my grocery list please add oranges,lists_createoradd,grocery list please add oranges
4241,please add new item to list,lists_createoradd,please add new item list
4242,start a grocery list,lists_createoradd,start grocery list
4243,update work out list with new items,lists_createoradd,update work list new items
4244,create new list,lists_createoradd,create new list
4245,create a new list by tomorrow,lists_createoradd,create new list tomorrow
4246,create a list of jewels to be bought,lists_createoradd,create list jewels bought
4247,please find all name start with alphabetic of g and create a list,lists_createoradd,please find name start alphabetic g create list
4248,open up a new list,lists_createoradd,open new list
4249,add the item to a list,lists_createoradd,add item list
4250,make a things to do list,lists_createoradd,make things list
4251,add grocery to list,lists_createoradd,add grocery list
4252,begin new list of lottery numbers,lists_createoradd,begin new list lottery numbers
4253,bring up the grocery list and add,lists_createoradd,bring grocery list add
4254,please add list of friends to invite for the party,lists_createoradd,please add list friends invite party
4255,add the item to the list,lists_createoradd,add item list
4256,can you add cups to my grocery list,lists_createoradd,add cups grocery list
4257,add this to a list,lists_createoradd,add list
4258,create list,lists_createoradd,create list
4259,please find all name start with alphabetic of a and create a list,lists_createoradd,please find name start alphabetic create list
4260,i want to start a new list of power tools on sale at true value,lists_createoradd,want start new list power tools sale true value
4261,edit list,lists_createoradd,edit list
4262,add wine to list,lists_createoradd,add wine list
4263,put hamburger on my grocery list,lists_createoradd,put hamburger grocery list
4264,create packing checklist,lists_createoradd,create packing checklist
4265,start a list,lists_createoradd,start list
4266,can you add gloria to my list of clients,lists_createoradd,add gloria list clients
4267,add broccoli to my grocery list,lists_createoradd,add broccoli grocery list
4268,can you create a new list in the playlist,lists_createoradd,create new list playlist
4269,add new item,lists_createoradd,add new item
4270,please create a new list for me,lists_createoradd,please create new list
4271,begin a new list,lists_createoradd,begin new list
4272,hey i need you to make a list of cricket players of indian team who played for the international team in two thousand and fourteen,lists_createoradd,hey need make list cricket players indian team played international team two thousand fourteen
4273,create a new list,lists_createoradd,create new list
4274,include meeting in the list,lists_createoradd,include meeting list
4275,re add eggs to the list,lists_createoradd,add eggs list
4276,add car service to my list of things to do today,lists_createoradd,add car service list things today
4277,make a new list for me,lists_createoradd,make new list
4278,open grocery list and add milk,lists_createoradd,open grocery list add milk
4279,add ashley to the wedding invite list,lists_createoradd,add ashley wedding invite list
4280,start me a new list,lists_createoradd,start new list
4281,include this item,lists_createoradd,include item
4282,my new health check up new list,lists_createoradd,new health check new list
4283,create a new list of my due bills,lists_createoradd,create new list due bills
4284,add eggs to list,lists_createoradd,add eggs list
4285,make a list of camera photos,lists_createoradd,make list camera photos
4286,delete the old playlist and create new,lists_createoradd,delete old playlist create new
4287,i need more milk,lists_createoradd,need milk
4288,add the post office to my list of errands for Saturday,lists_createoradd,add post office list errands Saturday
4289,add juice to my grocery list,lists_createoradd,add juice grocery list
4290,add paav bhaji in menu card,lists_createoradd,add paav bhaji menu card
4291,add coffee to the grocery list,lists_createoradd,add coffee grocery list
4292,buying of groceries new list,lists_createoradd,buying groceries new list
4293,add milk to grocery list,lists_createoradd,add milk grocery list
4294,add detergent to the list of things i need to buy,lists_createoradd,add detergent list things need buy
4295,add appointment in the list,lists_createoradd,add appointment list
4296,add new items in the remainder list,lists_createoradd,add new items remainder list
4297,help me start my kitchen list,lists_createoradd,help start kitchen list
4298,reopen groceries and add milk,lists_createoradd,reopen groceries add milk
4299,please add list of things to buy for party,lists_createoradd,please add list things buy party
4300,pick up dry cleaning tomorrow,lists_createoradd,pick dry cleaning tomorrow
4301,create a list for the following,lists_createoradd,create list following
4302,add new item to list,lists_createoradd,add new item list
4303,enter this to a list,lists_createoradd,enter list
4304,prepare a new list,lists_createoradd,prepare new list
4305,set list,lists_createoradd,set list
4306,select the item,lists_createoradd,select item
4307,create a list for today's tasks,lists_createoradd,create list today's tasks
4308,put the item on the list,lists_createoradd,put item list
4309,add grocery shopping to today's to do list,lists_createoradd,add grocery shopping today's list
4310,make a list of numbers for me,lists_createoradd,make list numbers
4311,add new songs to playlist,lists_createoradd,add new songs playlist
4312,new list please,lists_createoradd,new list please
4313,please create a list of due payment those who not received more then ten months,lists_createoradd,please create list due payment received ten months
4314,add to my groceries,lists_createoradd,add groceries
4315,add spent five dollars in my expenses list,lists_createoradd,add spent five dollars expenses list
4316,make a list about selena gomez concert schedule,lists_createoradd,make list selena gomez concert schedule
4317,start a list of dog names,lists_createoradd,start list dog names
4318,i finished my to do list,lists_query,finished list
4319,list the items on my shopping list,lists_query,list items shopping list
4320,what are all my lists,lists_query,lists
4321,display my list,lists_query,display list
4322,what kind of lists do i have saved,lists_query,kind lists saved
4323,read out my list for today,lists_query,read list today
4324,to do list for today please,lists_query,list today please
4325,can i know what i on the list,lists_query,know list
4326,any sport event is on my list,lists_query,sport event list
4327,tell me the list about,lists_query,tell list
4328,please provide the contents of the list,lists_query,please provide contents list
4329,how many lists are open,lists_query,many lists open
4330,get me to my friends list,lists_query,get friends list
4331,tell me what is next on my query,lists_query,tell next query
4332,tell me my list names,lists_query,tell list names
4333,tell me what's on my holiday list,lists_query,tell what's holiday list
4334,what is on this specific list,lists_query,specific list
4335,read out the list,lists_query,read list
4336,what is my grocery list,lists_query,grocery list
4337,open my list,lists_query,open list
4338,what are the current lists i have,lists_query,current lists
4339,count the number of food items on the list,lists_query,count number food items list
4340,what are my lists so far,lists_query,lists far
4341,can you tell me what the items on my grocery list are,lists_query,tell items grocery list
4342,make a list of all the clothing range available on ralph and lauren,lists_query,make list clothing range available ralph lauren
4343,can you please tell me what i have on my list,lists_query,please tell list
4344,can you find my lists,lists_query,find lists
4345,what is available in your stock of lists,lists_query,available stock lists
4346,do i have anything on the list,lists_query,anything list
4347,pull up the shopping list,lists_query,pull shopping list
4348,can you read me my lists,lists_query,read lists
4349,list items on my work list,lists_query,list items work list
4350,what is on my rap playlist,lists_query,rap playlist
4351,what does the list contain,lists_query,list contain
4352,what are the list of things i need to buy today,lists_query,list things need buy today
4353,what do i need to get done today,lists_query,need get done today
4354,what do i need to complete first from the list,lists_query,need complete first list
4355,whats on my shopping list,lists_query,whats shopping list
4356,whats on your list right now,lists_query,whats list right
4357,what's next on the list,lists_query,what's next list
4358,tell me what is on my list,lists_query,tell list
4359,let me hear my list,lists_query,let hear list
4360,i do have a to do list for today don't i,lists_query,list today
4361,how many eggs are on my grocery list,lists_query,many eggs grocery list
4362,open the list,lists_query,open list
4363,give me lists,lists_query,give lists
4364,what else do i have on the list,lists_query,else list
4365,what are all the lists i have available,lists_query,lists available
4366,give me the list of the top five safest cars to buy,lists_query,give list top five safest cars buy
4367,what's in my list of tasks,lists_query,what's list tasks
4368,list things on my list,lists_query,list things list
4369,what's on the grocery list,lists_query,what's grocery list
4370,give me the shopping list,lists_query,give shopping list
4371,what are listed,lists_query,listed
4372,will you please show me my lists,lists_query,please show lists
4373,did i make a shopping list,lists_query,make shopping list
4374,read the list,lists_query,read list
4375,check my list,lists_query,check list
4376,evaluate today's schedule,lists_query,evaluate today's schedule
4377,make sure bread is on my grocery list,lists_query,make sure bread grocery list
4378,please tell me what lists i have,lists_query,please tell lists
4379,list entry,lists_query,list entry
4380,anything else left on the list,lists_query,anything else left list
4381,what are the jobs to be done today,lists_query,jobs done today
4382,recite the schedules of the list,lists_query,recite schedules list
4383,please read me my current lists,lists_query,please read current lists
4384,read list for me please,lists_query,read list please
4385,check item five on my to do list,lists_query,check item five list
4386,what are my available lists,lists_query,available lists
4387,what all lists are available,lists_query,lists available
4388,can you tell me whats on my shopping list,lists_query,tell whats shopping list
4389,did i add milk to the shopping list,lists_query,add milk shopping list
4390,what lists do i have,lists_query,lists
4391,name the lists available,lists_query,name lists available
4392,find list in my pda,lists_query,find list pda
4393,read available lists,lists_query,read available lists
4394,what lists are available,lists_query,lists available
4395,do i have anything on my to do list,lists_query,anything list
4396,what's the next thing on my list of appointments,lists_query,what's next thing list appointments
4397,what's on my list,lists_query,what's list
4398,tell me items that are on my shopping list,lists_query,tell items shopping list
4399,what items did i plan to buy,lists_query,items plan buy
4400,tell me the name of my lists,lists_query,tell name lists
4401,what items are on my shopping list,lists_query,items shopping list
4402,provide what is there on the list,lists_query,provide list
4403,what do i have on my shopping list,lists_query,shopping list
4404,what is on my playlist of movies on the the dvr,lists_query,playlist movies dvr
4405,what lists do you have on you right now,lists_query,lists right
4406,what do i need to pick up at the grocery store,lists_query,need pick grocery store
4407,what lists do i have queried,lists_query,lists queried
4408,let me know the list,lists_query,let know list
4409,tell me what is in your list,lists_query,tell list
4410,show me my lists,lists_query,show lists
4411,can you tell me what list i have,lists_query,tell list
4412,refresh my list and tell me whats on it,lists_query,refresh list tell whats
4413,open note pad,lists_query,open note pad
4414,what is included in the tour's list,lists_query,included tour's list
4415,tell me about the list,lists_query,tell list
4416,speak all items for to day,lists_query,speak items day
4417,read my grocery list,lists_query,read grocery list
4418,what is on the list for today,lists_query,list today
4419,read my lists to me,lists_query,read lists
4420,tell me what is on my grocery list for this week,lists_query,tell grocery list week
4421,how many events on my list,lists_query,many events list
4422,what are the items on my list,lists_query,items list
4423,put on the screen the lists i have available,lists_query,put screen lists available
4424,List all the lists on this device,lists_query,List lists device
4425,what's on my list to do today,lists_query,what's list today
4426,whats on my list for the time being,lists_query,whats list time
4427,my party list,lists_query,party list
4428,do i have anything lists made for christmas shopping,lists_query,anything lists made christmas shopping
4429,what is on my to do list today,lists_query,list today
4430,tell me what lists i currently have,lists_query,tell lists currently
4431,what are all my lists please,lists_query,lists please
4432,what is on my shopping list,lists_query,shopping list
4433,read that list back to me please,lists_query,read list back please
4434,send me the last list uploaded,lists_query,send last list uploaded
4435,the list contain what,lists_query,list contain
4436,my list please,lists_query,list please
4437,pull up list,lists_query,pull list
4438,i have my clothes list,lists_query,clothes list
4439,how many lists do i have,lists_query,many lists
4440,please show my list,lists_query,please show list
4441,what groups are listed in my contacts,lists_query,groups listed contacts
4442,is there anything left on my list,lists_query,anything left list
4443,list my lists please,lists_query,list lists please
4444,do i have coffee on the grocery list,lists_query,coffee grocery list
4445,do i have anything outstanding on any lists,lists_query,anything outstanding lists
4446,can i see my work lists,lists_query,see work lists
4447,check my to do list,lists_query,check list
4448,what's on my todo list,lists_query,what's todo list
4449,what's my to do list for today,lists_query,what's list today
4450,which lists are present in the notes app,lists_query,lists present notes app
4451,what kind of lists do i have,lists_query,kind lists
4452,display available lists,lists_query,display available lists
4453,how many lists do i have in contacts,lists_query,many lists contacts
4454,give me the names of my lists,lists_query,give names lists
4455,what list do i have,lists_query,list
4456,tell me what is on the list,lists_query,tell list
4457,check out my to do list,lists_query,check list
4458,lists i have,lists_query,lists
4459,tell me what's on my shopping list,lists_query,tell what's shopping list
4460,do i have banana in my shopping list,lists_query,banana shopping list
4461,what are the names of the lists that i have created,lists_query,names lists created
4462,list the lists i have,lists_query,list lists
4463,can i have my list,lists_query,list
4464,do i have anything planned for today,lists_query,anything planned today
4465,what are the titles of the lists in contacts,lists_query,titles lists contacts
4466,what is my list,lists_query,list
4467,read me back whats on my shopping list,lists_query,read back whats shopping list
4468,what on my play list,lists_query,play list
4469,describe your list,lists_query,describe list
