,sentence,intents
5968,give me name and type of this music,music_query
5969,check the current playing music title,music_query
5970,please tell me the name of this band,music_query
5971,who sing we are the world,music_query
5972,show me the picture of the singer,music_query
5973,was this song in the top twenty,music_query
5974,bring me the title of current music,music_query
5975,is that song from shakira,music_query
5976,from which movie is the song,music_query
5977,when was the song playing now released,music_query
5978,who's playing the oboe on this piece,music_query
5979,what is my most played song,music_query
5980,tell me the name of the composer,music_query
5981,what song am i listening to,music_query
5982,what is the name of that song,music_query
5983,what kind of music am i into,music_query
5984,what year did this song come out,music_query
5985,who sings the song about a long black train,music_query
5986,what is this music called,music_query
5987,what's the name of the piece you are playing,music_query
5988,what song in the theme song for frasier,music_query
5989,what song is playing now,music_query
5990,what genre of music is in my music folder,music_query
5991,what playlist is on shuffle,music_query
5992,tell me the singer of this track,music_query
5993,who is the singer,music_query
5994,email me the lyrics to this song,music_query
5995,what song is this,music_query
5996,what music is playing,music_query
5997,i am interested in what emotions are conveyed in grateful dead music,music_query
5998,what's my favorite music at the moment,music_query
5999,when is boy band playing,music_query
6000,what is the song name,music_query
6001,who wrote this song,music_query
6002,what is the track information currently,music_query
6003,who is singing the song i am listening to right now,music_query
6004,tell me who wrote this song,music_query
6005,tell me a play list,music_query
6006,what is the title of this song,music_query
6007,tell me the artist of this song,music_query
6008,which song am i listening to right now,music_query
6009,what genre is this,music_query
6080,latest updates,news_query
6081,hey olly tell my today's top news,news_query
6082,is there any new environmental news,news_query
6083,hackernews,news_query
6084,look up news articles about trump,news_query
6085,headline news for texas,news_query
6086,give me the winning numbers to the powerball lottery,news_query
6087,dea guam prescription drug abuse on the rise,news_query
6088,what is the latest news from cbs,news_query
6089,what's going on at the capitol,news_query
6090,please find me the pe most recent news on,news_query
6091,what is new news for today,news_query
6092,what are the most recent headlines on cnn,news_query
6093,is anything different today about blank,news_query
6094,what's happening today,news_query
6095,search for the latest news about iphone,news_query
6096,what is new in politics today can you filter out trump news though,news_query
6097,what went on in the world today,news_query
6098,how are things in the world,news_query
6099,how is president's trump office proceeding,news_query
6100,show me rediff masala,news_query
6101,keep me updated on the election results,news_query
6102,what are today's headlines,news_query
6103,breaking news fox news,news_query
6104,what is the news today,news_query
6105,what does the analysts say about the new immigration policies,news_query
6106,check the news,news_query
6107,please let me know about topic elections,news_query
6108,show current news from bbc,news_query
6109,tell me the top stories in the news,news_query
6110,open news about bp oil,news_query
6111,get me match highlights,news_query
6112,what is trending,news_query
6113,let me know when you hear about france,news_query
6114,give me the latest on paul ryan,news_query
6115,have there been updates on abortion law,news_query
6116,what is the bbc's latest news,news_query
6117,check for recent news stories on msnbc,news_query
6118,what is latest on the recent events happening right now,news_query
6119,people canceling iowa vacations over congressman's words,news_query
6120,top news,news_query
6121,what is happening with brexit today,news_query
6122,what's happening in world news today,news_query
6123,what and how is india's economy at the moment,news_query
6124,keep me informed about bitcoin price,news_query
6125,what happened last week,news_query
6126,what is the news about terrorist attack in afghanistan,news_query
6127,what news updates are there from news express,news_query
6128,what's happening on bbc news today,news_query
6129,let me know the latest weather news,news_query
6130,what are the news notification,news_query
6131,find me news about trumps speech,news_query
6132,cnn headlines,news_query
6133,tell me about current status of sunderland vs liverpool match,news_query
6134,what's happening in the news,news_query
6135,get latest news report on kidnapping in ny,news_query
6136,can you give me the latest sports news,news_query
6137,open cnn app,news_query
6138,what is happening in the world news,news_query
6139,what is new,news_query
6140,has anything happened to mass effect,news_query
6141,tell me the news about jallikattu in tamil nadu,news_query
6142,please tell me the latest news about politics,news_query
6143,what's the latest on the travel ban,news_query
6144,set notification from world news,news_query
6145,i want to know the latest local news of the city,news_query
6146,tell me about the latest sports news,news_query
6147,get news about new foreign policy,news_query
6148,open the local news app,news_query
6149,what is latest news about this world,news_query
6150,tell me about the presidential race,news_query
6151,what's happened in the news recently,news_query
6152,what's the latest news on donald trump,news_query
6153,please tell me the latest news about the election scenario in our state,news_query
6154,whats the latest,news_query
6155,what are the top stories on cnn,news_query
6156,give me international news,news_query
6157,what is the latest news on sprint,news_query
6158,what are they saying about donald trump on this topic,news_query
6159,usa today headlines,news_query
6160,read me the most updated news on bbc,news_query
6161,i would like to know the latest from nbc news,news_query
6162,find the this week's news about emigration legislation in the us please,news_query
6163,political news of importance for the day,news_query
6164,what happened yesterday on samurai jack,news_query
6165,what's the latest news about us election,news_query
6166,latest updates on syrian civil war,news_query
6167,i need sport's news,news_query
6168,get me the latest news of world,news_query
6169,what is happening in the world today,news_query
6170,keep me up to date on the election news,news_query
6171,access latest news,news_query
6172,which teams are playing today in the premier league,news_query
6173,let me know if anything happens on that subject,news_query
6174,what is happening in the world right now,news_query
6175,show latest news about migration,news_query
6176,the current news,news_query
6177,Show me articles about the new iphone eight,news_query
6178,please tell me the news,news_query
6179,give me the headlines from sky news,news_query
6180,is there any new news on trump,news_query
6181,give me the latest updates,news_query
6182,pull up my cnn app and read it to me,news_query
6183,can you tell me a latest news,news_query
6184,google search the topic,news_query
6185,can the latest news be pulled up on the latest weather forecast for the week,news_query
6186,how is the news in ireland,news_query
6187,what is the latest on donald trump,news_query
6188,update me on the standing rock protest,news_query
6189,new policies,news_query
6190,get me news on trump,news_query
6191,please advise what the current news is on fox news,news_query
6192,latest news update,news_query
6193,what's happening with the hurricane in the gulf,news_query
6194,The latest climate and weather news,news_query
6195,cnn,news_query
6196,what's the news in politics,news_query
6197,celeb news,news_query
6198,what's the news in politics on cnn,news_query
6199,what's the news from source,news_query
6200,pull up the headlines please,news_query
6201,entertainment news,news_query
6202,olly schedule a news update for tomorrow morning at seven am,news_query
6203,i want to see the news,news_query
6204,tell me the latest news from bbc sports,news_query
6205,how about the latest news,news_query
6206,what are the results of the election,news_query
6207,cnn world news,news_query
6208,get me the latest on current events going on in the world,news_query
6209,what's going around in the world these days,news_query
6210,give me the morning news,news_query
6211,economic affairs,news_query
6212,provide wall street journal news,news_query
6213,what's happening in news express,news_query
6214,give me the news on donald trump,news_query
6215,whats happening in football today,news_query
6216,what is currently breaking news,news_query
6217,are there any status updates on cnn news facebook page,news_query
6218,newest world news,news_query
6219,any local news stories for my home city,news_query
6220,what's going on in new york,news_query
6221,please provide world hot news,news_query
6222,tell me if an earthquake happens in the world,news_query
6223,can you get me news from ny times,news_query
6224,current news cnn,news_query
6225,show me the latest news from the un,news_query
6226,read me the front page of the new york times,news_query
6227,please tell me some international news,news_query
6228,will trump visit russia anytime soon,news_query
6229,what is the news today in polk county florida,news_query
6230,did the yankees win last night,news_query
6231,give me election updates,news_query
6232,notification regarding the new iphone release update,news_query
6233,get news from bbc,news_query
6234,iphone,news_query
6235,what's going on in the world these days,news_query
6236,give me the news,news_query
6237,i want to read yahoo news,news_query
6238,headlines from dhaka tribune,news_query
6239,what is the headline from today's morning local news,news_query
6240,get me the latest news in new york,news_query
6241,what are the news stories on the cnn website,news_query
6242,latest news,news_query
6243,olly please read me today's news,news_query
6244,what is trending in tech today,news_query
6245,give me the headline news,news_query
6246,get me fresh news,news_query
6247,please share up to the minute details on sprint,news_query
6248,any recent news about north korea,news_query
6249,tell the latest news about the trump,news_query
6250,tell me updates,news_query
6251,is india win today cricket match,news_query
6252,automobiles,news_query
6253,is snap doing good after the ipo,news_query
6254,can you search trump,news_query
6255,progress from the last paused point of my audio book,play_audiobook
6256,go back to animal farm,play_audiobook
6257,play next episode of harry potter by j. k. rowling,play_audiobook
6258,resume the two towers,play_audiobook
6259,start playing again,play_audiobook
6260,resume lord of the rings,play_audiobook
6261,resume the reading of the french lesson,play_audiobook
6262,continue the smurfs book,play_audiobook
6263,can you put on the giver,play_audiobook
6264,read that back,play_audiobook
6265,start audio playback of twilight again,play_audiobook
6266,i want to finally read the mars trilogy,play_audiobook
6267,pick up we left off on battle royale,play_audiobook
6268,i would like to listen to my audiobook,play_audiobook
6269,lets have a break for five minutes,play_audiobook
6270,resume the two towers audiobook,play_audiobook
6271,can you play my favorite audio book of king kong,play_audiobook
6272,i want to listen to treasure island by robert louis stevenson,play_audiobook
6273,resume pride and prejudice,play_audiobook
6274,play the game of thrones audio book from the last chapter i was on,play_audiobook
6275,play the book which i heard on some particular day,play_audiobook
6276,stop play,play_audiobook
6277,get me resume of newest release audio book,play_audiobook
6278,keep playing secret garden,play_audiobook
6279,can you pause and rewind the audio then resume,play_audiobook
6280,play the last played audiobook,play_audiobook
6281,start reading that alan partridge book,play_audiobook
6282,play magic run after thirty min,play_audiobook
6283,resume play on my most recent audiobook selection,play_audiobook
6284,start reading fifty shades of grey from chapter four,play_audiobook
6285,start chapter five of physics for future presidents,play_audiobook
6286,continue pride and prejudice,play_audiobook
6287,resume audio,play_audiobook
6288,read some more of the daisy goodwin book for me,play_audiobook
6289,can you play my latest audio book,play_audiobook
6290,open harrypotter audiobook and play from last played,play_audiobook
6291,play audiobook of planets,play_audiobook
6292,resume my audiobook from the beginning of the last chapter i started,play_audiobook
6293,resume the last played audiobook,play_audiobook
6294,open book,play_audiobook
6295,open the two towers and play,play_audiobook
6296,i need a break start it after five minutes,play_audiobook
6297,resume playback,play_audiobook
6298,pick up wuthering heights where we left off,play_audiobook
6299,audio start,play_audiobook
6300,please restart the handmaid's tale,play_audiobook
6301,book swan resume,play_audiobook
6302,resume harry potter book four,play_audiobook
6303,resume play of american gods,play_audiobook
6304,play pride and prejudice,play_audiobook
6305,resume play where i left off in book on audible,play_audiobook
6306,play the twilight book,play_audiobook
6307,play me a random audio book that has to do with love,play_audiobook
6308,can you put on the chuck palhunik audio book,play_audiobook
6309,i want you to fast forward the audio then resume,play_audiobook
6310,resume the playback of zanes se chronicles,play_audiobook
6311,hold,play_audiobook
6312,start over the book legacy,play_audiobook
6313,read to me,play_audiobook
6314,resume playing the miniaturist,play_audiobook
6315,open the davinci code where i left off,play_audiobook
6316,open the books and play brains book from chap nine,play_audiobook
6317,start from last time on my audio book,play_audiobook
6318,i would like to continue my audiobook,play_audiobook
6319,resuming playing my current audio book,play_audiobook
6320,pause the book,play_audiobook
6321,resume the audiobook i listened to last,play_audiobook
6322,play the client by john grisham,play_audiobook
6323,play audiobook snow white,play_audiobook
6324,resume the playback of a child called it,play_audiobook
6325,continue audiobook playback,play_audiobook
6326,resume audiobook please,play_audiobook
6327,resume the art of war,play_audiobook
6328,read me some more deadly death killers,play_audiobook
6329,play fault in our stars on audible,play_audiobook
6330,start playing from where i left off on the goblet of fire,play_audiobook
6331,start my bible study book again,play_audiobook
6332,play audio,play_audiobook
6333,play album audiobook,play_audiobook
6334,open audible and continue playing the book that i was listening to,play_audiobook
6335,continue playing where I left off,play_audiobook
6336,start chapter seven of alma,play_audiobook
6337,continue from where we left off in divergent,play_audiobook
6338,please continue reading the hunger games,play_audiobook
6339,play seven habits of effective people,play_audiobook
6340,play my bookmarked audiobook,play_audiobook
6341,play audiobook,play_audiobook
6342,continue with my audiobook please,play_audiobook
6343,play it after five minutes,play_audiobook
6344,start audiobook again,play_audiobook
6345,resume harry potter from the place i have stopped listening to last time,play_audiobook
6346,please pause this audio book now,play_audiobook
6347,put on the god of small things,play_audiobook
6348,continue playing my book of vitamins,play_audiobook
6349,list me the audiobooks i have already listened to,play_audiobook
6350,resume mind reading book,play_audiobook
6351,resume harry potter book five,play_audiobook
6352,resume audiobook,play_audiobook
6353,resume last played audiobook,play_audiobook
6354,resume inkheart,play_audiobook
6355,play this audiobook,play_audiobook
6356,play audiobook where we left off,play_audiobook
6357,open the two towers,play_audiobook
6358,play the davinci code,play_audiobook
6359,please play back some important points summary,play_audiobook
6360,start my audio book from where i left off,play_audiobook
6361,play the circle,play_audiobook
6362,play audiobook of jacob,play_audiobook
6363,can you continue audiobook the circle,play_audiobook
6364,please continue reading audiobook,play_audiobook
6365,base on my audiobook collection get me recommendation related audio book i should listen get and play me the resume,play_audiobook
6366,resume story,play_audiobook
6367,book swan play,play_audiobook
6368,i want to listen to be more chill by ned vizzini,play_audiobook
6369,go back to the midnight series,play_audiobook
6370,please play recently paused audio,play_audiobook
6371,play little women,play_audiobook
6372,play biography of jackie kennedy,play_audiobook
6373,play recently added audiobook,play_audiobook
6374,can you play hunt for red october,play_audiobook
6375,play the scarlet letter,play_audiobook
6376,start reading book,play_audiobook
6377,play sam harris audiobook,play_audiobook
6378,resume joes book from where i left off last time,play_audiobook
6379,play my book,play_audiobook
6380,lets listen to hunt for read october,play_audiobook
6381,restart the audiobook heaven is for real,play_audiobook
6382,restart bill nye book,play_audiobook
6383,play animal farm,play_audiobook
6384,play the time machine by h g wells,play_audiobook
6385,continue playing my audiobook,play_audiobook
6386,please resume this playback in audiobook,play_audiobook
6387,read the audiobook of war of the roses,play_audiobook
6388,play the program where i left off yesterday,play_audiobook
6389,play book,play_audiobook
6390,i want to play the audiobook good grief,play_audiobook
6391,begin again book swan,play_audiobook
6392,keep playing war and peace,play_audiobook
6393,please play this playback on audiobook,play_audiobook
6394,start playing the hobbit,play_audiobook
6395,resume audio book history of rome,play_audiobook
6396,get me resume of best seller audio book this month,play_audiobook
6397,play me harry potter from the place i last stopped listening on,play_audiobook
6398,resume playing the current audiobook,play_audiobook
6399,i want to hear the book written by the mother of the shooter at columbine,play_audiobook
6400,play wuthering heights from where i left off,play_audiobook
6401,i would like to start this new audiobook,play_audiobook
6402,playback tom clancy splinter cell,play_audiobook
6403,open davinci code audiobook,play_audiobook
6404,can you pause the audio,play_audiobook
6405,please open audible app and resume play,play_audiobook
6406,start dune from where i left off,play_audiobook
6407,please repeat the last sentence from that book,play_audiobook
6408,resume harry potter book one,play_audiobook
6409,restart american gods,play_audiobook
6410,start play johns audiobook,play_audiobook
6411,resume audio playback of twilight,play_audiobook
6412,please continue playing odd thomas by dean koontz,play_audiobook
6413,stop audiobook,play_audiobook
6414,pause the audiobook,play_audiobook
6415,i want to start war and peace where i left off,play_audiobook
6416,look for this playback in audiobook and play for me,play_audiobook
6417,resume war and peace,play_audiobook
6418,play the jungle book,play_audiobook
6419,play this audiobook for me,play_audiobook
6420,resume playing you are joking mr feynman,play_audiobook
6421,play the god of small things,play_audiobook
6422,i want to resume where i last left off in my audio book,play_audiobook
6423,play the two towers,play_audiobook
6424,start the audiobook file for where i left off in a tale of two cities,play_audiobook
6425,find me an audio book version of ready player one and play it for me,play_audiobook
6426,begin playing the audiobook beauty and the beast,play_audiobook
6427,play the audiobook swan from first,play_audiobook
6428,open audiobook,play_audiobook
6429,resume audiobook playback,play_audiobook
6430,start up league of legends for me,play_game
6431,we are going to play poker together,play_game
6432,can you take a role of enemy in the game of coc,play_game
6433,run game,play_game
6434,open parcheese game for you and i,play_game
6435,let's roll the dice,play_game
6436,launch game,play_game
6437,can you do name that tune,play_game
6438,play the latest games,play_game
6439,start up bejeweled,play_game
6440,let's play our favourite football match on tv,play_game
6441,play this game with me,play_game
6442,find game,play_game
6443,list the games you can play with me,play_game
6444,can you play monopoly with me,play_game
6445,play flappy bird,play_game
6446,i need to play sims,play_game
6447,turn on flappy bird,play_game
6448,let's play space invaders,play_game
6449,start words with friends,play_game
6450,i challenge you to a game of tic tac toe,play_game
6451,please open blokus game i would like to play with you,play_game
6452,Please play this game,play_game
6453,open tic tac toe,play_game
6454,open games,play_game
6455,play gta vice city game,play_game
6456,please play football with me,play_game
6457,play chess,play_game
6458,play for me the game cricket,play_game
6459,play scrabble with me,play_game
6460,play me a game of tic tac toe,play_game
6461,let's play fmod,play_game
6462,lets play,play_game
6463,please begin clash of clans,play_game
6464,open chess app and begin game,play_game
6465,do a tournament with me in candy crush,play_game
6466,shall we play a game,play_game
6467,open up tetris,play_game
6468,please play trivial pursuit with me,play_game
6469,let's play chess,play_game
6470,i feel like playing chess can you play that,play_game
6471,open temple run game,play_game
6472,open chess play against me,play_game
6473,play football with me,play_game
6474,let's play a game how about tic tac toe,play_game
6475,play papa pear saga,play_game
6476,play tic tac toe with me,play_game
6477,play subway surfers with me,play_game
6478,lets play chess together,play_game
6479,play game,play_game
6480,can you play tic tac toe,play_game
6481,play a game of contra as a second player,play_game
6482,play a game of chess with me,play_game
6483,please play my cricket game,play_game
6484,Lets play tic tac toe,play_game
6485,mario,play_game
6486,start angry bird,play_game
6487,want to play a game of trivia,play_game
6488,want to play a game,play_game
6489,i want to play a game,play_game
6490,let's play space invaders together,play_game
6491,play for me the game star wars,play_game
6492,my games to play in my computers,play_game
6493,i want to play a trivia game,play_game
6494,can you play a game with me,play_game
6495,Play my favorite game by name naughty dog,play_game
6496,play candy crush,play_game
6497,play football match for myself now,play_game
6498,start game temple runner,play_game
6499,let's play tic tac toe,play_game
6500,play rummy,play_game
6501,please open chess game i would like to play with you,play_game
6502,open subway surfers,play_game
6503,search for the correct game,play_game
6504,i want to play poker with you,play_game
6505,load up ghost recon wildlands,play_game
6506,tag you're it,play_game
6507,let's play a game together,play_game
6508,play ping pong,play_game
6509,open chess game,play_game
6510,open saga,play_game
6511,i want you to play this game for me,play_game
6512,i challenge you to a game,play_game
6513,lets play battleship,play_game
6514,let's play global thermonuclear war,play_game
6515,start a game and play with me,play_game
6516,let's play canasta,play_game
6517,start the poker game,play_game
6518,let's play some pong,play_game
6519,please play clash of clans,play_game
6520,lets play tic tac toe,play_game
6521,i want to play a game with you,play_game
6522,please choose a game that you can play with me,play_game
6523,please open and play chess with me,play_game
6524,open this game,play_game
6525,could you play poker with me,play_game
6526,play poker with me,play_game
6527,play mindsweeper with me,play_game
6528,do you want to play solitaire,play_game
6529,video games,play_game
6530,load a fun game that i can play with you,play_game
6531,play for me the game harry potter and the chamber of secrets,play_game
6532,let's play a game of truth or dare,play_game
6533,lets go nazi hunting,play_game
6534,launch super mario,play_game
6535,play my game,play_game
6536,play cricket,play_game
6537,start play road rash,play_game
6538,get the duet game,play_game
6539,play game with me,play_game
6540,play real racing three game,play_game
6541,play super mario brothers game with me,play_game
6542,start a match of chess,play_game
6543,let's play a game of chess,play_game
6544,play chess with me please,play_game
6545,would you like to play a game,play_game
6546,play solitaire with me,play_game
6547,i'm thinking of a number one to ten,play_game
6548,let's play you'll be the keeper and never change position,play_game
6549,start a competitive crossword for us,play_game
6550,would you like to play a game with me,play_game
6551,let's play nine ball against me adapt with my skill level always let me win,play_game
6552,could you harvest the crops in farmvile,play_game
6553,please open go fish game and play it with me,play_game
6554,open fishdom game,play_game
6555,open minestart game from previous played level,play_game
6556,open up angry birds,play_game
6557,i want to play fifa seventeen,play_game
6558,lets play pinball,play_game
6559,I'd like to play UNO with you,play_game
6560,play uno together,play_game
6561,want to play a game with me,play_game
6562,play candy crush with me,play_game
6563,i want to play rock paper scissors let's play,play_game
6564,let's play never have i ever,play_game
6565,can you find animal crossing,play_game
6566,i would like to play tetris,play_game
6567,start spider,play_game
6568,puzzles and games app,play_game
6569,please open snooker game i would like to play with you,play_game
6570,how about playing a game of guess the word i'm thinking of,play_game
6571,play keno,play_game
6572,play games,play_game
6573,do you want to play,play_game
6574,play scabble with me,play_game
6575,play for me the game candy crush,play_game
6576,angry bird play,play_game
6577,turn on console,play_game
6578,give a hand to this game,play_game
6579,let's play a game,play_game
6580,i want to play blackjack,play_game
6581,games,play_game
6582,open solitaire play with me,play_game
6583,start the league of legends game,play_game
6584,how about a nice game of chess,play_game
6585,play fmod,play_game
6586,play i spy with me,play_game
6587,start play spider,play_game
6588,co play game monopoly,play_game
6589,start candy crush,play_game
6590,how about a game of snakes and ladders,play_game
6591,will play chess,play_game
6592,would you like to play never have i ever,play_game
6593,please run this game,play_game
6594,start play fifa seventeen,play_game
6595,play snake with me,play_game
6596,let us play millionaires,play_game
6597,play racing,play_game
6598,create a playing teams and play with them,play_game
6599,i'd like to play monopoly,play_game
6600,let's play a game of trivia,play_game
6601,let's play checkers,play_game
6602,play golf,play_game
6603,i wish i could play video games together,play_game
6604,angry bird,play_game
6605,try to play old nineties classic music,play_music
6606,play new rihanna song,play_music
6607,turn on some music,play_music
6608,can you play my favorite music,play_music
6609,play party songs,play_music
6610,please play the song games by disturbed,play_music
6611,i want to listen arijit singh song once again,play_music
6612,play my first favorite song on loop,play_music
6613,can you play call me by aretha franklin after this song is finished playing,play_music
6614,Play best friends by yelawolf,play_music
6615,will you put on the music,play_music
6616,start music,play_music
6617,turn on my michael jackson playlist,play_music
6618,play any song of arijit singh,play_music
6619,hey play the songs from my playlist named good tunes,play_music
6620,play melody songs,play_music
6621,start play,play_music
6622,start the satellite music feed,play_music
6623,play anything by cat stevens and i'll be happy,play_music
6624,take me to music player,play_music
6625,play the romantic songs,play_music
6626,play music for me,play_music
6627,please play michael jackson album,play_music
6628,play jack johnson playlist music,play_music
6629,find songs from my big band playlist,play_music
6630,play for me hip hop music,play_music
6631,play the last song from my most recent playlist,play_music
6632,please i want to hear we will rock you from queen,play_music
6633,i want to listen to rock,play_music
6634,i want to listen jazz,play_music
6635,now playing,play_music
6636,i want to hear surfin usa,play_music
6637,play for me the music by the beatles,play_music
6638,google find and play florida georgia line the one with nelly,play_music
6639,play songs by adele,play_music
6640,play the bjork album i've heard the least,play_music
6641,get sia's cheap thrills ready to play next,play_music
6642,best rap music,play_music
6643,show me the best podcast of folk songs having good rating and play it,play_music
6644,play my most played songs,play_music
6645,play from favorites song,play_music
6646,play music by taylor swift,play_music
6647,reshuffle and play music,play_music
6648,set a classic music,play_music
6649,play led zeppelin houses of the holy,play_music
6650,please play the beatles ps i love you,play_music
6651,play me some melody song,play_music
6652,let's hear some indie rock okay,play_music
6653,play jazz from jennifer's latest album,play_music
6654,time to hear me some blake shelton,play_music
6655,play the song for me,play_music
6656,i want to hear my favorite jazz music genre,play_music
6657,queue up ymca,play_music
6658,open songs by prince,play_music
6659,play my playlist,play_music
6660,please play help,play_music
6661,can you play my music file,play_music
6662,i want to hear purple haze,play_music
6663,hips dont lie thats the song i would like you to play for me,play_music
6664,pull up my party playlist,play_music
6665,play green day,play_music
6666,run indian folk song,play_music
6667,i would like to hear heathens by twenty one pilots,play_music
6668,i want to hear tum hi ho next,play_music
6669,play a song that will make me smile,play_music
6670,play thinking out loud next,play_music
6671,play hopsin from my latest playlist,play_music
6672,i want to listen to soft rock,play_music
6673,i would like to hear some rap music,play_music
6674,initiate celine dion music,play_music
6675,find and queue all songs of kate perry and play all without shuffling,play_music
6676,start playing my song list,play_music
6677,i want to hear chopin now,play_music
6678,let's play workout playlist,play_music
6679,play all songs by metallica on shuffle,play_music
6680,play what live,play_music
6681,could you play you don't bring me flowers,play_music
6682,i want to dance to the tune of raghu dixit,play_music
6683,please play some jazz music,play_music
6684,please play songs i've purchased and favorited,play_music
6685,i'dl like to hear any classical except for bach or schubert,play_music
6686,play my motivational playlist,play_music
6687,let me hear some bluegrass music,play_music
6688,play new songs by barenaked ladies,play_music
6689,start my jazz playlist,play_music
6690,play music from good playlist,play_music
6691,can you play rfi,play_music
6692,play foke,play_music
6693,play music true love,play_music
6694,play the electronic playlist,play_music
6695,play a party music list,play_music
6696,initiate the music on the electronic playlist,play_music
6697,repeat this list in random order,play_music
6698,i want to listen to electric slide,play_music
6699,play random music,play_music
6700,put classic rock on,play_music
6701,let me hear some music,play_music
6702,play me all jazz music,play_music
6703,play all the latest pop songs,play_music
6704,please play for me elvis presley song again,play_music
6705,play music,play_music
6706,i want to hear play that funky music,play_music
6707,play happy playlist next,play_music
6708,play music from workout playlist,play_music
6709,please play me a song from my favourite list,play_music
6710,play me an upbeat song through your speakers,play_music
6711,coordinate all pop song genres,play_music
6712,play my country playlist,play_music
6713,Play something random from google play,play_music
6714,Song next please,play_music
6715,time to workout,play_music
6716,play the latest song adele,play_music
6717,play from smashing pumpkins,play_music
6718,please play only sad song in music player,play_music
6719,play country music,play_music
6720,play the song title,play_music
6721,play let me love you by ariana grande,play_music
6722,i want to hear sleeptime playlist next,play_music
6723,play some boy band music,play_music
6724,play for me jazz music,play_music
6725,next i want to hear shinedown,play_music
6726,hi google play me playlist wacky in my gaana application,play_music
6727,find jazz music on my playlist,play_music
6728,play for me the music by madonna,play_music
6729,play one more time,play_music
6730,play all by the beatles,play_music
6731,put the song sung by shreya at the top,play_music
6732,hey play me a popular country song,play_music
6733,play music in library,play_music
6734,play neil sedaka,play_music
6735,i want to hear radio head please,play_music
6736,play the billboard top ten,play_music
6737,play my preferred song,play_music
6738,resume last playlist,play_music
6739,play lady by kenny roger,play_music
6740,select and play only christian rock from one thousand nine hundred and ninety upwards,play_music
6741,play be warned by tech n9ne,play_music
6742,open spotify and play list five,play_music
6743,download the latest folk songs having rating of four star or above and play all without shuffle,play_music
6744,song next,play_music
6745,play all songs by martina mcbride,play_music
6746,play hurt by johnny cash next,play_music
6747,kenny roger's lady play,play_music
6748,open my amazon music app and play my playlist,play_music
6749,please resume my music,play_music
6750,play my favorite music,play_music
6751,play old fashioned christmas music,play_music
6752,play my midnight love playlist,play_music
6753,play music that are classical only,play_music
6754,play the barney theme song,play_music
6755,play lady now,play_music
6756,play the veldt by,play_music
6757,play chopin,play_music
6758,play only songs by the beatles please,play_music
6759,i want to listen to classical music,play_music
6760,please play the song joy to the world,play_music
6761,play purple haze,play_music
6762,play song aces high,play_music
6763,please play the early franks sinatra stuff i have,play_music
6764,i'd love to hear any song that i've given five stars by serge gainsbourg,play_music
6765,play song over the rainbow,play_music
6766,jazz could be choice for me,play_music
6767,play what i am by edie brickel,play_music
6768,play r and b,play_music
6769,go to youtube and play me the best wedding songs collection,play_music
6770,play music from where you left off,play_music
6771,would you play some music please,play_music
6772,please play workout playlist,play_music
6773,play maroon five playlist,play_music
6774,play the song get happy by ella fitzgeral,play_music
6775,play closer music track,play_music
6776,play my morning playlist,play_music
6777,skip to the next song,play_music
6778,play jingle bells,play_music
6779,make my collection mostly pop with a good bit of psychedelia,play_music
6780,play the next episode of drunks and dragons please,play_podcasts
6781,play the latest seahawks podcast,play_podcasts
6782,can i see the previous episode,play_podcasts
6783,skip this podcast,play_podcasts
6784,please play next episode,play_podcasts
6785,aib podcast on kashmirstart it,play_podcasts
6786,i want to hear the latest podcast episode of s town,play_podcasts
6787,please go to next date,play_podcasts
6788,can you please play the next episode of food stuff,play_podcasts
6789,jump to the next podcast,play_podcasts
6790,what are todays top podcasts,play_podcasts
6791,play that podcast please,play_podcasts
6792,skip to next nyt podcast,play_podcasts
6793,what is my most played podcast,play_podcasts
6794,next episode,play_podcasts
6795,play my latest podcast,play_podcasts
6796,network podcast,play_podcasts
6797,can you start my saved podcast,play_podcasts
6798,continue onto the next podcast,play_podcasts
6799,go to next episode,play_podcasts
6800,skip,play_podcasts
6801,start podcast from my favorites list,play_podcasts
6802,start next episode playing,play_podcasts
6803,please play the podcast from happypeoplecom,play_podcasts
6804,show me the top rated podcasts,play_podcasts
6805,find me a podcast on wrestling,play_podcasts
6806,can you backward an episode in the podcast,play_podcasts
6807,move to next episode,play_podcasts
6808,start podcast mlb daily,play_podcasts
6809,start podcasts on nfl,play_podcasts
6810,i want to hear this podcast,play_podcasts
6811,skip to next podcast,play_podcasts
6812,can you play the next podcast,play_podcasts
6813,play the next episode of the BBC tech podcast,play_podcasts
6814,please play forward episode in quantico,play_podcasts
6815,vitaly channel,play_podcasts
6816,podcast play,play_podcasts
6817,skip ahead to the next podcast,play_podcasts
6818,play the previous podcast,play_podcasts
6819,please play the newest podcast,play_podcasts
6820,podcast next episode,play_podcasts
6821,play rohan sharma podcast for me,play_podcasts
6822,play favorited podcasts on fishing,play_podcasts
6823,play the newest morning show podcast,play_podcasts
6824,i want to hear yesterday's podcast from my favorite channel,play_podcasts
6825,resume series podcast,play_podcasts
6826,start playing podcast about books,play_podcasts
6827,play the next episode of a podcast,play_podcasts
6828,play the seventh episode of the morning after,play_podcasts
6829,will you please play the next episode of podcast,play_podcasts
6830,play my video game news podcast starting where i left off,play_podcasts
6831,play last reason podcast,play_podcasts
6832,move to next section,play_podcasts
6833,forward to four twenty,play_podcasts
