,sentence,intents,clean_sentence
3957,i don't like this light please show me other options,iot_hue_lightchange,like light plea show option
3958,switch to night light setting,iot_hue_lightchange,switch night light set
3959,change color of lights,iot_hue_lightchange,chang color light
3960,make a contrast one,iot_hue_lightchange,make contrast one
3961,want to have vibrant colours,iot_hue_lightchange,want vagrant colour
3962,please set the lights to green,iot_hue_lightchange,plea set light green
3963,please adjust the colors in my lights,iot_hue_lightchange,plea adjust color light
3964,give me a new light color,iot_hue_lightchange,give new light color
3965,change the light to blue,iot_hue_lightchange,chang light blue
3966,make my lights green,iot_hue_lightchange,make light green
3967,give me some lavender toned light,iot_hue_lightchange,give lavend tone light
3968,turn off lights in my room,iot_hue_lightoff,turn light room
3969,turn the lights off,iot_hue_lightoff,turn light
3970,shift the light off,iot_hue_lightoff,shift light
3971,turn off bedroom light at nine thirty pm,iot_hue_lightoff,turn bedroom light nine thirti pm
3972,turn off this light,iot_hue_lightoff,turn light
3973,office lights off,iot_hue_lightoff,offic light
3974,please turn off all the lights outdoor,iot_hue_lightoff,plea turn light outdoor
3975,turn lights off in kitchen,iot_hue_lightoff,turn light kitchen
3976,please turn off the lights in this room,iot_hue_lightoff,plea turn light room
3977,lights off bathroom,iot_hue_lightoff,light bathroom
3978,i want the lights turned off,iot_hue_lightoff,want light turn
3979,could you please turn off the overhead light in the kitchen,iot_hue_lightoff,could plea turn overhead light kitchen
3980,turn room lights off now,iot_hue_lightoff,turn room light
3981,turn off lighting,iot_hue_lightoff,turn light
3982,turn down the lights to medium,iot_hue_lightoff,turn light medium
3983,shut the lights off in my bedroom please,iot_hue_lightoff,shut light bedroom plea
3984,turn off the lights,iot_hue_lightoff,turn light
3985,turn off my room lights,iot_hue_lightoff,turn room light
3986,turn bedroom lights off,iot_hue_lightoff,turn bedroom light
3987,can you turn off the lights,iot_hue_lightoff,turn light
3988,please turn lights off,iot_hue_lightoff,plea turn light
3989,please turn the lights off,iot_hue_lightoff,plea turn light
3990,shut off the lights in the kitchen,iot_hue_lightoff,shut light kitchen
3991,turn room light off,iot_hue_lightoff,turn room light
3992,cut off the bathroom lights,iot_hue_lightoff,cut bathroom light
3993,i want the light switched off can you do it for me,iot_hue_lightoff,want light switch
3994,can you turn my bathroom lights off,iot_hue_lightoff,turn bathroom light
3995,turn the light off in the living room,iot_hue_lightoff,turn light live room
3996,light off now,iot_hue_lightoff,light
3997,turn off lights in bedroom,iot_hue_lightoff,turn light bedroom
3998,turn the living rooms lights off,iot_hue_lightoff,turn live room light
3999,did i leave the light on in the garage,iot_hue_lightoff,leav light garag
4000,can you turn off one of my lights in my bathroom,iot_hue_lightoff,turn one light bathroom
4001,please turn the lights off in the bathroom,iot_hue_lightoff,plea turn light bathroom
4002,turn the room light off,iot_hue_lightoff,turn room light
4003,please turn off all the lights in my house,iot_hue_lightoff,plea turn light hous
4004,please turn off the porch light,iot_hue_lightoff,plea turn porch light
4005,can you please turn off the light of my bed room,iot_hue_lightoff,plea turn light bed room
4006,i want the light in the kitchen powered off,iot_hue_lightoff,want light kitchen lower
4007,switch off all lights,iot_hue_lightoff,switch light
4008,assistant please turn the lights off,iot_hue_lightoff,assist plea turn light
4009,turn off lobby light,iot_hue_lightoff,turn lobbi light
4010,please turn off any lights that are still on,iot_hue_lightoff,plea turn light still
4011,shut down the garage light and set the den light to orange please,iot_hue_lightoff,shut garag light set den light orang plea
4012,turn off the living room light,iot_hue_lightoff,turn live room light
4013,lights off in the kitchen please,iot_hue_lightoff,light kitchen plea
4014,please shut the lights,iot_hue_lightoff,plea shut light
4015,turn the lights off now,iot_hue_lightoff,turn light
4016,put the lights off now,iot_hue_lightoff,put light
4017,turn off the light of my bed room please,iot_hue_lightoff,turn light bed room plea
4018,i need you to turn off the light of my bed room,iot_hue_lightoff,need turn light bed room
4019,hey turn off the light please,iot_hue_lightoff,hey turn light plea
4020,it's too bright in here can you turn a light off,iot_hue_lightoff,bright turn light
4021,lights turn off,iot_hue_lightoff,light turn
4022,please turn off right side of light,iot_hue_lightoff,plea turn right side light
4023,turn lights off in living room,iot_hue_lightoff,turn light live room
4024,turn off the room lights,iot_hue_lightoff,turn room light
4025,put out the lights,iot_hue_lightoff,put light
4026,switch off the master's bedroom,iot_hue_lightoff,switch master '' s bedroom
4027,control lights turn off room lights,iot_hue_lightoff,control light turn room light
4028,turn this room light off,iot_hue_lightoff,turn room light
4029,please turn off the light of the bathroom,iot_hue_lightoff,plea turn light bathroom
4030,turn off the lights in this room please,iot_hue_lightoff,turn light room plea
4031,turn off all the lights in the living room and den,iot_hue_lightoff,turn light live room den
4032,turn the lamp off,iot_hue_lightoff,turn lamp
4033,light off,iot_hue_lightoff,light
4034,turn all the lights off,iot_hue_lightoff,turn light
4035,please turn off the lights,iot_hue_lightoff,plea turn light
4036,turn off the office lights,iot_hue_lightoff,turn offic light
4037,turn off light,iot_hue_lightoff,turn light
4038,turn off the dining room,iot_hue_lightoff,turn dine room
4039,switch off kitchen lights,iot_hue_lightoff,switch kitchen light
4040,i dont need light,iot_hue_lightoff,dont need light
4041,turn off the bedroom lamp,iot_hue_lightoff,turn bedroom lamp
4042,turn off the living room lights,iot_hue_lightoff,turn live room light
4043,turn off all the lights,iot_hue_lightoff,turn light
4044,turn off living room lights,iot_hue_lightoff,turn live room light
4045,can you turn off kitchen light for me,iot_hue_lightoff,turn kitchen light
4046,turn off the kitchen lights,iot_hue_lightoff,turn kitchen light
4047,make the lights off,iot_hue_lightoff,make light
4048,please turn off only right side light,iot_hue_lightoff,plea turn right side light
4049,turn off the closet light,iot_hue_lightoff,turn closet light
4050,turn off kitchen light,iot_hue_lightoff,turn kitchen light
4051,turn off light in bedroom,iot_hue_lightoff,turn light bedroom
4052,bed room two switch off the lights,iot_hue_lightoff,bed room two switch light
4053,turn off the bathroom light,iot_hue_lightoff,turn bathroom light
4054,good night lights off,iot_hue_lightoff,good night light
4055,turn the light off,iot_hue_lightoff,turn light
4056,switch the lights off,iot_hue_lightoff,switch light
4057,can you turn off the living room lights,iot_hue_lightoff,turn live room light
4058,turn off the lights please,iot_hue_lightoff,turn light plea
4059,can you please off the light,iot_hue_lightoff,plea light
4060,shift the balcony light to off,iot_hue_lightoff,shift balconi light
4061,turn lights off,iot_hue_lightoff,turn light
4062,turn off one light on porch,iot_hue_lightoff,turn one light porch
4063,cut the lights off,iot_hue_lightoff,cut light
4064,please turn off the light in the upstairs bedroom,iot_hue_lightoff,plea turn light upstair bedroom
4065,please turn bedroom lights off,iot_hue_lightoff,plea turn bedroom light
4066,switch the lights to off,iot_hue_lightoff,switch light
4067,please turn off the lights in bedroom,iot_hue_lightoff,plea turn light bedroom
4068,i want the light to be switched off,iot_hue_lightoff,want light switch
4069,turn off the bathroom lights,iot_hue_lightoff,turn bathroom light
4070,please shut off the kitchen lights,iot_hue_lightoff,plea shut kitchen light
4071,cease operating lights,iot_hue_lightoff,ceas oper light
4072,turn off the garage light,iot_hue_lightoff,turn garag light
4073,please set the lights off in the living room,iot_hue_lightoff,plea set light live room
4074,turn off the light,iot_hue_lightoff,turn light
4075,turn off room lights,iot_hue_lightoff,turn room light
4076,lights off,iot_hue_lightoff,light
4077,please turn off the lights in patio,iot_hue_lightoff,plea turn light ratio
4078,turn off garage light,iot_hue_lightoff,turn garag light
4079,switch off the light,iot_hue_lightoff,switch light
4080,by remote sensor,iot_hue_lightoff,remot senior
4081,turn off the lights in the living room please,iot_hue_lightoff,turn light live room plea
4082,turn office lights off,iot_hue_lightoff,turn offic light
4083,shut off the lights in the bedroom,iot_hue_lightoff,shut light bedroom
4084,please turn off the lights in the bedroom,iot_hue_lightoff,plea turn light bedroom
4085,shut off the lights,iot_hue_lightoff,shut light
4086,turn off all lights,iot_hue_lightoff,turn light
4087,turn light off,iot_hue_lightoff,turn light
4088,can you please switch off the lights,iot_hue_lightoff,plea switch light
4089,this room lights off,iot_hue_lightoff,room light
4090,please turn off kitchen light for me,iot_hue_lightoff,plea turn kitchen light
4091,turn off the light in the kitchen,iot_hue_lightoff,turn light kitchen
4092,turn off the lamps,iot_hue_lightoff,turn lamp
4093,turn house lights off,iot_hue_lightoff,turn hous light
4094,turn my bedroom lights off,iot_hue_lightoff,turn bedroom light
4095,can you please turn off the lights in this room,iot_hue_lightoff,plea turn light room
4096,turn off the lamp in the living room,iot_hue_lightoff,turn lamp live room
4097,turn off the upstairs lights,iot_hue_lightoff,turn upstair light
4098,turn off lights in all bathrooms,iot_hue_lightoff,turn light bathroom
4099,turn off the light in the living room,iot_hue_lightoff,turn light live room
4100,turns my son's room lights off,iot_hue_lightoff,turn son '' s room light
4101,switch off light,iot_hue_lightoff,switch light
4102,turn lights off in bedroom,iot_hue_lightoff,turn light bedroom
4103,can you turn my bedroom lights off,iot_hue_lightoff,turn bedroom light
4104,kindly switch off the light in the drawing hall,iot_hue_lightoff,kindli switch light draw hall
4105,close the light,iot_hue_lightoff,close light
4106,please turn off the light,iot_hue_lightoff,plea turn light
4107,turn off the light in the bathroom,iot_hue_lightoff,turn light bathroom
4108,time to sleep,iot_hue_lightoff,time sleep
4109,turn the lights off in the bedroom,iot_hue_lightoff,turn light bedroom
4110,can you make the lights go out,iot_hue_lightoff,make light go
4111,switch off the light on the left,iot_hue_lightoff,switch light left
4112,turn off bedroom lights in ten seconds,iot_hue_lightoff,turn bedroom light ten second
4113,could you turn off light,iot_hue_lightoff,could turn light
4114,please turn off the lamp,iot_hue_lightoff,plea turn lamp
4115,light off living room,iot_hue_lightoff,light live room
4116,bed room two lights off,iot_hue_lightoff,bed room two light
4117,turn off smart lamp in den,iot_hue_lightoff,turn smart lamp den
4118,please turn off kitchen light,iot_hue_lightoff,plea turn kitchen light
4119,all lights has to be turned off during the day,iot_hue_lightoff,light turn day
4120,turn all lights off during the day,iot_hue_lightoff,turn light day
4121,turn off my bedside lamp please,iot_hue_lightoff,turn bedsid lamp plea
4122,turn off one light in my bedroom,iot_hue_lightoff,turn one light bedroom
4123,please switch off the light,iot_hue_lightoff,plea switch light
4124,desk lamp one off,iot_hue_lightoff,desk lamp one
4125,shut off lights,iot_hue_lightoff,shut light
4126,off lights,iot_hue_lightoff,light
4127,turn off the lights in the bedroom,iot_hue_lightoff,turn light bedroom
4128,shutoff light in the kitchen,iot_hue_lightoff,shutoff light kitchen
4129,turn the security light off,iot_hue_lightoff,turn secur light
4130,bedroom light off,iot_hue_lightoff,bedroom light
4131,please turn off all the lights in the house,iot_hue_lightoff,plea turn light hous
4132,turn the lights off to my room,iot_hue_lightoff,turn light room
4133,please turn off the light of my son's room,iot_hue_lightoff,plea turn light son '' s room
4134,turn off overhead light,iot_hue_lightoff,turn overhead light
4135,turn the kitchen lights off,iot_hue_lightoff,turn kitchen light
4136,turn lights in the room off,iot_hue_lightoff,turn light room
4137,by switch off,iot_hue_lightoff,switch
4138,turn off the lights in the living room,iot_hue_lightoff,turn light live room
4139,will you please turn the lights off,iot_hue_lightoff,plea turn light
4140,turn off lights,iot_hue_lightoff,turn light
4141,turn off the nearest light to me,iot_hue_lightoff,turn nearest light
4142,no lights,iot_hue_lightoff,light
4143,add a tab to the shopping list,lists_createoradd,add tax shop list
4144,show a new list,lists_createoradd,show new list
4145,add grocery shopping to my to do list,lists_createoradd,add grocer shop list
4146,update my list with shoes,lists_createoradd,updat list shoe
4147,include this,lists_createoradd,includ
4148,add sugar to my shopping list,lists_createoradd,add sugar shop list
4149,add every girl life by evelyn mayer to the must read list,lists_createoradd,add everi girl life even layer must read list
4150,add oil change to my to do list,lists_createoradd,add oil chang list
4151,this item should be added to the list,lists_createoradd,item ad list
4152,a new list to be created by tomorrow,lists_createoradd,new list creat tomorrow
4153,we need milk,lists_createoradd,need milk
4154,can you please create a list for me,lists_createoradd,plea creat list
4155,add butter to the list,lists_createoradd,add butter list
4156,open my notes,lists_createoradd,open note
4157,put wash the car to my to do list,lists_createoradd,put wash car list
4158,i think i ran out of this can you add it to my list,lists_createoradd,think ran add list
4159,can you create new list for me,lists_createoradd,creat new list
4160,can you create a new list,lists_createoradd,creat new list
4161,i need oranges added to my grocery list,lists_createoradd,need orang ad grocer list
4162,add a item,lists_createoradd,add item
4163,Add pick up kids from school to my to do list for today,lists_createoradd,add pick kiss school list today
4164,add pencil to school supplies list,lists_createoradd,add pencil school suppli list
4165,i would like to start a new list,lists_createoradd,would like start new list
4166,remember to put carrots in there,lists_createoradd,rememb put carrot
4167,add rice on the list,lists_createoradd,add rice list
4168,add a wrist watch to the shopping list,lists_createoradd,add wrist watch shop list
4169,new item for list,lists_createoradd,new item list
4170,please update list with new item,lists_createoradd,plea updat list new item
4171,create new list for baby names,lists_createoradd,creat new list babi name
4172,create appointment to list,lists_createoradd,creat appoint list
4173,i want to have a new playlist of songs,lists_createoradd,want new playlist song
4174,add apples to shopping list,lists_createoradd,add appl shop list
4175,i need you to put walk the dog on my list to do,lists_createoradd,need put walk dog list
4176,remind me to order more soap,lists_createoradd,remind order soap
4177,Put milk on my shopping list,lists_createoradd,but milk shop list
4178,make a new list,lists_createoradd,make new list
4179,could you create a new list for me,lists_createoradd,could creat new list
4180,fresh list,lists_createoradd,fresh list
4181,add chives to my shopping list,lists_createoradd,add hive shop list
4182,add this one also,lists_createoradd,add one also
4183,add ketchup to the list,lists_createoradd,add ketchup list
4184,i need to create a new to do list,lists_createoradd,need creat new list
4185,bring up a new shopping list,lists_createoradd,bring new shop list
4186,add eggs to my grocery list,lists_createoradd,add egg grocer list
4187,generate fresh list,lists_createoradd,gener fresh list
4188,add shopping to my to do list,lists_createoradd,add shop list
4189,please make a list of thing i have to shop tomorrow,lists_createoradd,plea make list thing shop tomorrow
4190,add eggs to the list,lists_createoradd,add egg list
4191,add mop to hardware store list,lists_createoradd,add mop hardwar store list
4192,make a grocery list please,lists_createoradd,make grocer list plea
4193,start a new shopping list,lists_createoradd,start new shop list
4194,please update my grocery list with one gallon of two percent milk,lists_createoradd,plea updat grocer list one gallon two percent milk
4195,create a new list for me please,lists_createoradd,creat new list plea
4196,add wash jeans to laundry list,lists_createoradd,add wash jean sundri list
4197,add toothpaste to my shopping list,lists_createoradd,add toothpast shop list
4198,add eggs to my grocery's shopping list,lists_createoradd,add egg grocer '' s shop list
4199,produce a new register,lists_createoradd,produc new regist
4200,list new,lists_createoradd,list new
4201,add appointment to list,lists_createoradd,add appoint list
4202,is there room on my grocery list for an extra item,lists_createoradd,room grocer list extra item
4203,add paper towels to the grocery list,lists_createoradd,add paper towel grocer list
4204,i need to make a grocery list,lists_createoradd,need make grocer list
4205,make new list,lists_createoradd,make new list
4206,create vacation list,lists_createoradd,creat vacat list
4207,add a movie name to the wish list,lists_createoradd,add movi name wish list
4208,put shoes on my list,lists_createoradd,put shoe list
4209,grocery list add eggs,lists_createoradd,grocer list add egg
4210,i want to know could an extra item be added to my grocery list,lists_createoradd,want know could extra item ad grocer list
4211,create a new list called grocery store please,lists_createoradd,creat new list call grocer store plea
4212,my new work schedule list,lists_createoradd,new work schedul list
4213,new list,lists_createoradd,new list
4214,new scenario time or calendar to new list,lists_createoradd,new scenario time calendar new list
4215,i want to start a new list,lists_createoradd,want start new list
4216,open a new list for me,lists_createoradd,open new list
4217,create a new list please,lists_createoradd,creat new list plea
4218,i want to make next week's to do list,lists_createoradd,want make next week '' s list
4219,i need to make a list of bills that are due,lists_createoradd,need make list bill due
4220,hey put carrots on that,lists_createoradd,hey put carrot
4221,add a new list,lists_createoradd,add new list
4222,i want to make this week's shopping list,lists_createoradd,want make week '' s shop list
4223,include an item to a list,lists_createoradd,includ item list
4224,please add oranges to my grocery list,lists_createoradd,plea add orang grocer list
4225,please add deodorant to my shopping list,lists_createoradd,plea add deodor shop list
4226,start creating a new list,lists_createoradd,start creat new list
4227,create a new list for school supplies,lists_createoradd,creat new list school suppli
4228,make a new list for school supplies,lists_createoradd,make new list school suppli
4229,i need to put together a todo list for work,lists_createoradd,need put togeth too list work
4230,make me a new checklist,lists_createoradd,make new checklist
4231,please put bread on the grocery list,lists_createoradd,plea put bread grocer list
4232,add something to my list,lists_createoradd,add someth list
4233,please add an item in my calendar,lists_createoradd,plea add item calendar
4234,please create a new list,lists_createoradd,plea creat new list
4235,put pencil on a new grocery list,lists_createoradd,put pencil new grocer list
4236,please add sugar to my grocery list,lists_createoradd,plea add sugar grocer list
4237,create a playlist,lists_createoradd,creat playlist
4238,add bob to my list of contacts,lists_createoradd,add bob list contact
4239,make list,lists_createoradd,make list
4240,on my grocery list please add oranges,lists_createoradd,grocer list plea add orang
4241,please add new item to list,lists_createoradd,plea add new item list
4242,start a grocery list,lists_createoradd,start grocer list
4243,update work out list with new items,lists_createoradd,updat work list new item
4244,create new list,lists_createoradd,creat new list
4245,create a new list by tomorrow,lists_createoradd,creat new list tomorrow
4246,create a list of jewels to be bought,lists_createoradd,creat list jewel bought
4247,please find all name start with alphabetic of g and create a list,lists_createoradd,plea find name start alphabet g creat list
4248,open up a new list,lists_createoradd,open new list
4249,add the item to a list,lists_createoradd,add item list
4250,make a things to do list,lists_createoradd,make thing list
4251,add grocery to list,lists_createoradd,add grocer list
4252,begin new list of lottery numbers,lists_createoradd,begin new list lotteri number
4253,bring up the grocery list and add,lists_createoradd,bring grocer list add
4254,please add list of friends to invite for the party,lists_createoradd,plea add list friend invit parti
4255,add the item to the list,lists_createoradd,add item list
4256,can you add cups to my grocery list,lists_createoradd,add cup grocer list
4257,add this to a list,lists_createoradd,add list
4258,create list,lists_createoradd,creat list
4259,please find all name start with alphabetic of a and create a list,lists_createoradd,plea find name start alphabet creat list
4260,i want to start a new list of power tools on sale at true value,lists_createoradd,want start new list power tool sale true valu
4261,edit list,lists_createoradd,edit list
4262,add wine to list,lists_createoradd,add wine list
4263,put hamburger on my grocery list,lists_createoradd,put hamburg grocer list
4264,create packing checklist,lists_createoradd,creat pack checklist
4265,start a list,lists_createoradd,start list
4266,can you add gloria to my list of clients,lists_createoradd,add gloria list client
4267,add broccoli to my grocery list,lists_createoradd,add broccoli grocer list
4268,can you create a new list in the playlist,lists_createoradd,creat new list playlist
4269,add new item,lists_createoradd,add new item
4270,please create a new list for me,lists_createoradd,plea creat new list
4271,begin a new list,lists_createoradd,begin new list
4272,hey i need you to make a list of cricket players of indian team who played for the international team in two thousand and fourteen,lists_createoradd,hey need make list cricket player indian team play intern team two thousand fourteen
4273,create a new list,lists_createoradd,creat new list
4274,include meeting in the list,lists_createoradd,includ meet list
4275,re add eggs to the list,lists_createoradd,add egg list
4276,add car service to my list of things to do today,lists_createoradd,add car servic list thing today
4277,make a new list for me,lists_createoradd,make new list
4278,open grocery list and add milk,lists_createoradd,open grocer list add milk
4279,add ashley to the wedding invite list,lists_createoradd,add ash wed invit list
4280,start me a new list,lists_createoradd,start new list
4281,include this item,lists_createoradd,includ item
4282,my new health check up new list,lists_createoradd,new health check new list
4283,create a new list of my due bills,lists_createoradd,creat new list due bill
4284,add eggs to list,lists_createoradd,add egg list
4285,make a list of camera photos,lists_createoradd,make list camera photo
4286,delete the old playlist and create new,lists_createoradd,delet old playlist creat new
4287,i need more milk,lists_createoradd,need milk
4288,add the post office to my list of errands for Saturday,lists_createoradd,add post offic list errand saturday
4289,add juice to my grocery list,lists_createoradd,add juic grocer list
4290,add paav bhaji in menu card,lists_createoradd,add part bhaji menu card
4291,add coffee to the grocery list,lists_createoradd,add coffe grocer list
4292,buying of groceries new list,lists_createoradd,buy groceri new list
4293,add milk to grocery list,lists_createoradd,add milk grocer list
4294,add detergent to the list of things i need to buy,lists_createoradd,add deterg list thing need buy
4295,add appointment in the list,lists_createoradd,add appoint list
4296,add new items in the remainder list,lists_createoradd,add new item remaind list
4297,help me start my kitchen list,lists_createoradd,help start kitchen list
4298,reopen groceries and add milk,lists_createoradd,open groceri add milk
4299,please add list of things to buy for party,lists_createoradd,plea add list thing buy parti
4300,pick up dry cleaning tomorrow,lists_createoradd,pick dri clean tomorrow
4301,create a list for the following,lists_createoradd,creat list follow
4302,add new item to list,lists_createoradd,add new item list
4303,enter this to a list,lists_createoradd,enter list
4304,prepare a new list,lists_createoradd,prepar new list
4305,set list,lists_createoradd,set list
4306,select the item,lists_createoradd,select item
4307,create a list for today's tasks,lists_createoradd,creat list today '' s task
4308,put the item on the list,lists_createoradd,put item list
4309,add grocery shopping to today's to do list,lists_createoradd,add grocer shop today '' s list
4310,make a list of numbers for me,lists_createoradd,make list number
4311,add new songs to playlist,lists_createoradd,add new song playlist
4312,new list please,lists_createoradd,new list plea
4313,please create a list of due payment those who not received more then ten months,lists_createoradd,plea creat list due payment receiv ten month
4314,add to my groceries,lists_createoradd,add groceri
4315,add spent five dollars in my expenses list,lists_createoradd,add spent five dollar expens list
4316,make a list about selena gomez concert schedule,lists_createoradd,make list helena gomez concert schedul
4317,start a list of dog names,lists_createoradd,start list dog name
4318,i finished my to do list,lists_query,finish list
4319,list the items on my shopping list,lists_query,list item shop list
4320,what are all my lists,lists_query,list
4321,display my list,lists_query,display list
4322,what kind of lists do i have saved,lists_query,kind list save
4323,read out my list for today,lists_query,read list today
4324,to do list for today please,lists_query,list today plea
4325,can i know what i on the list,lists_query,know list
4326,any sport event is on my list,lists_query,sport event list
4327,tell me the list about,lists_query,tell list
4328,please provide the contents of the list,lists_query,plea provid content list
4329,how many lists are open,lists_query,mani list open
4330,get me to my friends list,lists_query,get friend list
4331,tell me what is next on my query,lists_query,tell next queri
4332,tell me my list names,lists_query,tell list name
4333,tell me what's on my holiday list,lists_query,tell what '' s holiday list
4334,what is on this specific list,lists_query,specif list
4335,read out the list,lists_query,read list
4336,what is my grocery list,lists_query,grocer list
4337,open my list,lists_query,open list
4338,what are the current lists i have,lists_query,current list
4339,count the number of food items on the list,lists_query,count number food item list
4340,what are my lists so far,lists_query,list far
4341,can you tell me what the items on my grocery list are,lists_query,tell item grocer list
4342,make a list of all the clothing range available on ralph and lauren,lists_query,make list cloth rang avail ralph laurel
4343,can you please tell me what i have on my list,lists_query,plea tell list
4344,can you find my lists,lists_query,find list
4345,what is available in your stock of lists,lists_query,avail stock list
4346,do i have anything on the list,lists_query,anyth list
4347,pull up the shopping list,lists_query,pull shop list
4348,can you read me my lists,lists_query,read list
4349,list items on my work list,lists_query,list item work list
4350,what is on my rap playlist,lists_query,ran playlist
4351,what does the list contain,lists_query,list contain
4352,what are the list of things i need to buy today,lists_query,list thing need buy today
4353,what do i need to get done today,lists_query,need get done today
4354,what do i need to complete first from the list,lists_query,need complet first list
4355,whats on my shopping list,lists_query,what shop list
4356,whats on your list right now,lists_query,what list right
4357,what's next on the list,lists_query,what '' s next list
4358,tell me what is on my list,lists_query,tell list
4359,let me hear my list,lists_query,let hear list
4360,i do have a to do list for today don't i,lists_query,list today
4361,how many eggs are on my grocery list,lists_query,mani egg grocer list
4362,open the list,lists_query,open list
4363,give me lists,lists_query,give list
4364,what else do i have on the list,lists_query,el list
4365,what are all the lists i have available,lists_query,list avail
4366,give me the list of the top five safest cars to buy,lists_query,give list top five safest car buy
4367,what's in my list of tasks,lists_query,what '' s list task
4368,list things on my list,lists_query,list thing list
4369,what's on the grocery list,lists_query,what '' s grocer list
4370,give me the shopping list,lists_query,give shop list
4371,what are listed,lists_query,list
4372,will you please show me my lists,lists_query,plea show list
4373,did i make a shopping list,lists_query,make shop list
4374,read the list,lists_query,read list
4375,check my list,lists_query,check list
4376,evaluate today's schedule,lists_query,evalu today '' s schedul
4377,make sure bread is on my grocery list,lists_query,make sure bread grocer list
4378,please tell me what lists i have,lists_query,plea tell list
4379,list entry,lists_query,list entri
4380,anything else left on the list,lists_query,anyth el left list
4381,what are the jobs to be done today,lists_query,job done today
4382,recite the schedules of the list,lists_query,recit schedul list
4383,please read me my current lists,lists_query,plea read current list
4384,read list for me please,lists_query,read list plea
4385,check item five on my to do list,lists_query,check item five list
4386,what are my available lists,lists_query,avail list
4387,what all lists are available,lists_query,list avail
4388,can you tell me whats on my shopping list,lists_query,tell what shop list
4389,did i add milk to the shopping list,lists_query,add milk shop list
4390,what lists do i have,lists_query,list
4391,name the lists available,lists_query,name list avail
4392,find list in my pda,lists_query,find list pad
4393,read available lists,lists_query,read avail list
4394,what lists are available,lists_query,list avail
4395,do i have anything on my to do list,lists_query,anyth list
4396,what's the next thing on my list of appointments,lists_query,what '' s next thing list appoint
4397,what's on my list,lists_query,what '' s list
4398,tell me items that are on my shopping list,lists_query,tell item shop list
4399,what items did i plan to buy,lists_query,item plan buy
4400,tell me the name of my lists,lists_query,tell name list
4401,what items are on my shopping list,lists_query,item shop list
4402,provide what is there on the list,lists_query,provid list
4403,what do i have on my shopping list,lists_query,shop list
4404,what is on my playlist of movies on the the dvr,lists_query,playlist move dr
4405,what lists do you have on you right now,lists_query,list right
4406,what do i need to pick up at the grocery store,lists_query,need pick grocer store
4407,what lists do i have queried,lists_query,list queri
4408,let me know the list,lists_query,let know list
4409,tell me what is in your list,lists_query,tell list
4410,show me my lists,lists_query,show list
4411,can you tell me what list i have,lists_query,tell list
4412,refresh my list and tell me whats on it,lists_query,refresh list tell what
4413,open note pad,lists_query,open note pad
4414,what is included in the tour's list,lists_query,includ tour '' s list
4415,tell me about the list,lists_query,tell list
4416,speak all items for to day,lists_query,speak item day
4417,read my grocery list,lists_query,read grocer list
4418,what is on the list for today,lists_query,list today
4419,read my lists to me,lists_query,read list
4420,tell me what is on my grocery list for this week,lists_query,tell grocer list week
4421,how many events on my list,lists_query,mani event list
4422,what are the items on my list,lists_query,item list
4423,put on the screen the lists i have available,lists_query,put screen list avail
4424,List all the lists on this device,lists_query,list list devic
4425,what's on my list to do today,lists_query,what '' s list today
4426,whats on my list for the time being,lists_query,what list time
4427,my party list,lists_query,parti list
4428,do i have anything lists made for christmas shopping,lists_query,anyth list made christma shop
4429,what is on my to do list today,lists_query,list today
4430,tell me what lists i currently have,lists_query,tell list current
4431,what are all my lists please,lists_query,list plea
4432,what is on my shopping list,lists_query,shop list
4433,read that list back to me please,lists_query,read list back plea
4434,send me the last list uploaded,lists_query,send last list unload
4435,the list contain what,lists_query,list contain
4436,my list please,lists_query,list plea
4437,pull up list,lists_query,pull list
4438,i have my clothes list,lists_query,cloth list
4439,how many lists do i have,lists_query,mani list
4440,please show my list,lists_query,plea show list
4441,what groups are listed in my contacts,lists_query,group list contact
4442,is there anything left on my list,lists_query,anyth left list
4443,list my lists please,lists_query,list list plea
4444,do i have coffee on the grocery list,lists_query,coffe grocer list
4445,do i have anything outstanding on any lists,lists_query,anyth outstand list
4446,can i see my work lists,lists_query,see work list
4447,check my to do list,lists_query,check list
4448,what's on my todo list,lists_query,what '' s too list
4449,what's my to do list for today,lists_query,what '' s list today
4450,which lists are present in the notes app,lists_query,list present note pp
4451,what kind of lists do i have,lists_query,kind list
4452,display available lists,lists_query,display avail list
4453,how many lists do i have in contacts,lists_query,mani list contact
4454,give me the names of my lists,lists_query,give name list
4455,what list do i have,lists_query,list
4456,tell me what is on the list,lists_query,tell list
4457,check out my to do list,lists_query,check list
4458,lists i have,lists_query,list
4459,tell me what's on my shopping list,lists_query,tell what '' s shop list
4460,do i have banana in my shopping list,lists_query,banana shop list
4461,what are the names of the lists that i have created,lists_query,name list creat
4462,list the lists i have,lists_query,list list
4463,can i have my list,lists_query,list
4464,do i have anything planned for today,lists_query,anyth plan today
4465,what are the titles of the lists in contacts,lists_query,titl list contact
4466,what is my list,lists_query,list
4467,read me back whats on my shopping list,lists_query,read back what shop list
4468,what on my play list,lists_query,play list
4469,describe your list,lists_query,describ list
4470,what are the names of all my saved lists,lists_query,name save list
4471,what is that on the list,lists_query,list
4472,what is on this list,lists_query,list
4473,what to do lists do i have,lists_query,list
4474,show me what lists are available,lists_query,show list avail
4475,there are anything in my list,lists_query,anyth list
4476,what is on my shopping list today,lists_query,shop list today
